2025-03-23 14:35:00.812 INFO  o.e.a.AdventureTimeApplication - Starting AdventureTimeApplication using Java 23.0.2 with PID 2768 (C:\Users\alexe\IdeaProjects\AdventureTime\target\classes started by alexe in C:\Users\alexe\IdeaProjects\AdventureTime)
2025-03-23 16:00:57.795 INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 5.7.24
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-03-23 16:00:58.349 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-03-23 16:00:58.395 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:00:58.750 INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-03-23 16:00:59.232 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-03-23 16:00:59.276 INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-03-23 16:00:59.713 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-03-23 16:00:59.725 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-03-23 16:00:59.731 INFO  o.e.a.AdventureTimeApplication - Started AdventureTimeApplication in 4.275 seconds (process running for 4.761)
2025-03-23 16:01:08.785 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-03-23 16:01:08.792 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-03-23 16:01:08.797 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:01:08.799 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-03-23 16:01:08.807 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-03-23 16:01:36.093 INFO  o.e.a.AdventureTimeApplication - Starting AdventureTimeApplication using Java 23.0.2 with PID 11916 (C:\Users\alexe\IdeaProjects\AdventureTime\target\classes started by alexe in C:\Users\alexe\IdeaProjects\AdventureTime)
2025-03-23 16:01:36.095 INFO  o.e.a.AdventureTimeApplication - No active profile set, falling back to 1 default profile: "default"
2025-03-23 16:01:36.700 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-03-23 16:01:36.752 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44 ms. Found 3 JPA repository interfaces.
2025-03-23 16:01:37.316 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-03-23 16:01:37.329 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-03-23 16:01:37.330 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-03-23 16:01:37.330 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2025-03-23 16:01:37.416 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-03-23 16:01:37.416 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1282 ms
2025-03-23 16:01:37.569 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-03-23 16:01:37.601 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.5.Final
2025-03-23 16:01:37.621 INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-03-23 16:01:37.818 INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-03-23 16:01:37.836 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-03-23 16:01:37.926 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1b8ee69d
2025-03-23 16:01:37.927 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-03-23 16:01:37.948 WARN  org.hibernate.dialect.Dialect - HHH000511: The 5.7.24 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2025-03-23 16:01:37.951 WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-03-23 16:01:37.962 INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 5.7.24
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-03-23 16:01:38.665 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-03-23 16:01:38.743 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:01:39.184 INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-03-23 16:01:39.769 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-03-23 16:01:39.825 INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-03-23 16:01:40.239 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-03-23 16:01:40.250 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-03-23 16:01:40.257 INFO  o.e.a.AdventureTimeApplication - Started AdventureTimeApplication in 4.603 seconds (process running for 5.12)
2025-03-23 16:01:42.234 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-03-23 16:01:42.235 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-03-23 16:01:42.235 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2025-03-23 16:01:42.279 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, WARN]
2025-03-23 16:01:42.286 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@2008eba,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-WARN.log""]>
2025-03-23 16:01:53.735 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, error]
2025-03-23 16:01:53.739 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@57f05adb,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-error.log""]>
2025-03-23 16:02:00.721 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, ERROR]
2025-03-23 16:02:00.723 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@bc9a1ec,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-ERROR.log""]>
2025-03-23 16:02:06.188 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, INFO]
2025-03-23 16:02:06.193 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@75794b3c,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-INFO.log""]>
2025-03-23 16:02:09.838 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, TRACE]
2025-03-23 16:02:09.840 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@1a97a8b1,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-TRACE.log""]>
2025-03-23 16:02:15.074 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, DEBUG]
2025-03-23 16:02:15.076 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@692e49f4,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-DEBUG.log""]>
2025-03-23 16:02:19.495 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-03-23 16:02:19.505 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-03-23 16:02:19.510 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:02:19.513 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-03-23 16:02:19.522 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-03-23 16:04:21.299 INFO  o.e.a.AdventureTimeApplication - Starting AdventureTimeApplication using Java 23.0.2 with PID 5800 (C:\Users\alexe\IdeaProjects\AdventureTime\target\classes started by alexe in C:\Users\alexe\IdeaProjects\AdventureTime)
2025-03-23 16:04:21.301 INFO  o.e.a.AdventureTimeApplication - No active profile set, falling back to 1 default profile: "default"
2025-03-23 16:04:21.801 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-03-23 16:04:21.841 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 34 ms. Found 3 JPA repository interfaces.
2025-03-23 16:04:22.288 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-03-23 16:04:22.296 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-03-23 16:04:22.297 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-03-23 16:04:22.297 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2025-03-23 16:04:22.334 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-03-23 16:04:22.335 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1003 ms
2025-03-23 16:04:22.449 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-03-23 16:04:22.485 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.5.Final
2025-03-23 16:04:22.514 INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-03-23 16:04:22.759 INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-03-23 16:04:22.785 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-03-23 16:04:22.929 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5034681f
2025-03-23 16:04:22.931 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-03-23 16:04:22.967 WARN  org.hibernate.dialect.Dialect - HHH000511: The 5.7.24 version for [org.hibernate.dialect.MySQLDialect] is no longer supported, hence certain features may not work properly. The minimum supported version is 8.0.0. Check the community dialects project for available legacy versions.
2025-03-23 16:04:22.971 WARN  org.hibernate.orm.deprecation - HHH90000025: MySQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-03-23 16:04:22.987 INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 5.7.24
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-03-23 16:04:23.724 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-03-23 16:04:23.771 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:04:24.127 INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-03-23 16:04:24.738 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-03-23 16:04:24.794 INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-03-23 16:04:25.320 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-03-23 16:04:25.335 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-03-23 16:04:25.341 INFO  o.e.a.AdventureTimeApplication - Started AdventureTimeApplication in 4.455 seconds (process running for 4.949)
2025-03-23 16:04:26.090 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-03-23 16:04:26.090 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-03-23 16:04:26.091 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-03-23 16:04:26.125 INFO  o.e.a.logging.LoggingAspect - Вход в метод контроллера: LogController.getLogFile(..) с аргументами: [2025-03-23, WARN]
2025-03-23 16:04:26.132 INFO  o.e.a.logging.LoggingAspect - Выход из метода контроллера: LogController.getLogFile(..) с результатом: <200 OK OK,[B@46a61fa1,[Content-Type:"text/plain", Content-Disposition:"form-data; name="attachment"; filename="adventuretime-2025-03-23-WARN.log""]>
2025-03-23 16:04:30.493 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-03-23 16:04:30.505 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-03-23 16:04:30.509 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-03-23 16:04:30.512 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-03-23 16:04:30.521 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
